institution_code,department,department_code,program_code,program_name,degree_type,catalog_year,group_name,group_type,required_credits,display_order,course_code,title,credits,prerequisites,alternatives,choice_group_code,source
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Additional Science Sequence,program_required,8,30,SCI-AS-SEQUENCE-II,Second course in an additional approved science sequence,4,,,SCI_AS_SCIENTIFIC_WORLD,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,BIO 210,Biology I,4,,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,BIO 220,Biology II,4,BIO 210,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,CHE 201,College Chemistry I,4,,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,CHE 202,College Chemistry II,4,CHE 201,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,PHY 210,Physics I,4,,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,PHY 220,Physics II,4,PHY 210,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,PHY 215,University Physics I,4,MAT 302,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,PHY 225,University Physics II,4,PHY 215,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,CHE 230,Organic Chemistry I,5,CHE 202,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,CHE 240,Organic Chemistry II,5,CHE 230,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,MAT 301,Analytic Geometry and Calculus I,4,MAT 206,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,MAT 302,Analytic Geometry and Calculus II,4,MAT 301,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,BIO 230,Cell Biology,4,BIO 220,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,BIO 240,Genetics,4,BIO 220,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,BIO 260,General Microbiology,4,BIO 220,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,BIO 270,Ecology,4,BIO 220,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,CHE 120,Fundamentals of General Chemistry,4,,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,CHE 205,Quantitative Analysis,4,CHE 202|MAT 206,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,ENV 250,Environmental Science,4,,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,PHY 240,Modern Physics,3,PHY 225,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,SCI 120,Computer Methods in Science,4,,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,SCI 140,Introduction to Microprocessors,4,MAT 206,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Major Electives,program_elective,16,40,SCI 430,Scientific Instrumentation,4,,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,Modern Foreign Language,program_required,3,50,SCI-AS-LANGUAGE,Second semester of the same Modern Foreign Language,3,,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
BMCC,Science,SCI,SCI_AS,Science,AS,2025-2026,General Elective,program_elective,3,60,SCI-AS-GENERAL,General Elective or Common Core STEM excess credits,3,,,,https://www.bmcc.cuny.edu/academics/departments/science/science-program/
